report_date;_order_id;Zamówienie;Data zamówienia;Upgrade z zamówienia;Upgrade na zamówienie;_offer_id;offer_upgrade_from;offer_upgrade_from_from;Imię;Nazwisko;Email;Typ oferty;Numer rozliczeniowy;Nazwa oferty;Okres;Data aktywacji abonamentu;Data uruchomienia abonamentu;Planowana data zakończenia abonamentu;Data zakończenia abonamentu;Data wypowiedzenia abonamentu;Status zamówienia;Cena oferty;employer;deduct_pension;deduct_other;deduct_other2;zfss;personal;special_employer;special_motivizer;payu;subscription_points;deduct_b2b;Dostawca;Nazwa_firmy;Galaz_dochodowa;Upgrade_ta_sama_oferta;Po_Upgrade_ta_sama_oferta;Upgrade_ta_sama_konfigurowalna;Po_Upgrade_ta_sama_konfigurowalna;Upgrade_rozne_oferty;Po_Upgrade_rozne_oferty;Przystąpienia_uruchomione_w_tym_miesiącu;Przystąpienia_możliwe_w_tym_miesiącu;Przystąpienia_do_uruchomienia_kolejnym_miesiącu;Przystąpienia_możliwe_do_uruchomienia_w_kolejnym_miesiącu;Zakończone_w_poprzednim_miesiącu;Zakończone_na_koniec_bieżącego_miesiąca;userdataemployee_id
2022-10-06;1164706;470001986;2022-03-31;;;38817;;;Wojciech;Kowalski;wojciech.Xxxxniewski@test.com;child;26316840;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;78339
2022-10-06;1164708;470001987;2022-03-31;;;38817;;;Kasia;Kowalski;katarzyna.Xxxxaj@test.com;child;24316870;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;77897
2022-10-06;1164710;470001988;2022-03-31;;;38817;;;Łukasz;Kowalski;lukasz.Xxxxbski@test.com;child;29016930;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;77846
2022-10-06;1164712;470001989;2022-03-31;;;38817;;;Natalia;Kowalski;natalia.Xxxxieczna@test.com;child;27817690;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-09-01;2022-03-01;2022-09-30;2022-10-01;2022-09-20;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;1;0;78398
2022-10-06;1164714;470001990;2022-03-31;;;38817;;;Krzysztofa;Kowalski;krzysztofa.Xxxxrzyk@test.com;child;24617780;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79023
2022-10-06;1164716;470001991;2022-03-31;;;38817;;;Irina;Kowalski;irina.Xxxx@test.com;child;26718500;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-06-01;2022-03-01;2022-06-30;2022-07-01;2022-06-14;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78450
2022-10-06;1164718;470001992;2022-03-31;;;38817;;;Magdalena;Kowalski;magdalena.Xxxxita@test.com;child;28018880;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78281
2022-10-06;1164720;470001993;2022-03-31;;;38817;;;Alicja;Kowalski;alicja.Xxxxorska@test.com;child;23819120;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;79856
2022-10-06;1164722;470001994;2022-03-31;;470005977;38817;;;Gabriela;Kowalski;gabriela.Xxxx@test.com;child;29919130;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;1;0;0;0;0;0;0;0;0;79170
2022-10-06;1164724;470001995;2022-03-31;;;38817;;;Karolina;Kowalski;karolina.Xxxxzkowska@test.com;child;2019140;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;;0;0;0;0;0;0;0;0;0;0;0;0;78782
2022-10-06;1164726;470001996;2022-03-31;;;38817;;;Zofia;Kowalski;zofia.Xxxxiniak@test.com;child;25119150;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78144
2022-10-06;1164728;470001997;2022-03-31;;;38817;;;Łukasz;Kowalski;lukasz.Xxxx@test.com;child;25919660;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;79291
2022-10-06;1164730;470001998;2022-03-31;;;38817;;;Owen;Kowalski;owen.Xxxxode@test.com;child;28519740;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79446
2022-10-06;1164732;470001999;2022-03-31;;;38817;;;Kamila;Kowalski;kamila.Xxxxecka@test.com;child;21719780;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78574
2022-10-06;1164734;470002000;2022-03-31;;;38817;;;Julio;Kowalski;julioandres.Xxxxcedo@test.com;child;21420030;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79281
2022-10-06;1164736;470002001;2022-03-31;;;38817;;;Anna;Kowalski;anna.Xxxxsypal@test.com;child;29920090;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79229
2022-10-06;1164738;470002002;2022-03-31;;;38817;;;Kamila;Kowalski;kamila.Xxxxny@test.com;child;24520790;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;77819
2022-10-06;1164740;470002003;2022-03-31;;;38817;;;Marta;Kowalski;marta.Xxxxczyk@test.com;child;2020940;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;79609
2022-10-06;1164742;470002004;2022-03-31;;;38817;;;Anna;Kowalski;anna.Xxxxa@test.com;child;28620980;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78323
2022-10-06;1164744;470002005;2022-03-31;;;38817;;;Kinga;Kowalski;kinga.Xxxxpula@test.com;child;28121630;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79562
2022-10-06;1164746;470002006;2022-03-31;;;38817;;;Katarzyna;Kowalski;katarzyna.Xxxxhnikowska@test.com;child;2822040;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78254
2022-10-06;1164748;470002007;2022-03-31;;;38817;;;Karolina;Kowalski;karolina.Xxxxezowska@test.com;child;26722090;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;77733
2022-10-06;1164750;470002008;2022-03-31;;;38817;;;Marta;Kowalski;marta.Xxxxacka-trzaskowska@test.com;child;25923020;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78671
2022-10-06;1164752;470002009;2022-03-31;;;38817;;;Adrian;Kowalski;adrian.Xxxxnarowicz@test.com;child;25523040;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;79768
2022-10-06;1164754;470002010;2022-03-31;;;38817;;;Jakub;Kowalski;jakub.Xxxxzecki@test.com;child;28223190;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-07-01;2022-03-01;2022-07-31;2022-08-01;2022-07-16;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;78431
2022-10-06;1164756;470002011;2022-03-31;;;38817;;;Marcin;Kowalski;marcin.Xxxxchowski@test.com;child;2223230;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78944
2022-10-06;1164758;470002012;2022-03-31;;;38817;;;Danuta;Kowalski;danuta.Xxxxniewska@test.com;child;21823300;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79690
2022-10-06;1164760;470002013;2022-03-31;;;38817;;;Aleksander;Kowalski;aleksander.Xxxxzec@test.com;child;29523540;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78756
2022-10-06;1164762;470002014;2022-03-31;;;38817;;;Milena;Kowalski;milena.Xxxxta@test.com;child;26123600;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;79366
2022-10-06;1164764;470002015;2022-03-31;;;38817;;;Jeff;Kowalski;jeff.Xxxxejoseph@test.com;child;2123770;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-05-01;2022-03-01;2022-05-31;2022-06-01;2022-05-23;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78249
2022-10-06;1164766;470002016;2022-03-31;;;38817;;;Laura;Kowalski;laura.Xxxxaegenaere@test.com;child;28624180;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-06-01;2022-03-01;2022-06-30;2022-07-01;2022-06-14;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;77877
2022-10-06;1164768;470002017;2022-03-31;;;38817;;;Nessrine;Kowalski;nessrine.Xxxxai@test.com;child;22524280;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78729
2022-10-06;1164770;470002018;2022-03-31;;;38817;;;Mariia;Kowalski;mariia.Xxxxherbakova@test.com;child;21424750;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79318
2022-10-06;1164772;470002019;2022-03-31;;;38817;;;Marta;Kowalski;marta.Xxxxsiewicz@test.com;child;21025560;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;77560
2022-10-06;1164774;470002020;2022-03-31;;;38817;;;Anna;Kowalski;anna.Xxxxhalik@test.com;child;24726620;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78794
2022-10-06;1164776;470002021;2022-03-31;;;38817;;;Hugo;Kowalski;hugo.Xxxxz@test.com;child;26726650;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;77817
2022-10-06;1164778;470002022;2022-03-31;;;38817;;;Emilia;Kowalski;emilia.Xxxxolajewicz1@test.com;child;24129010;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-06-01;2022-03-01;2022-06-30;2022-07-01;2022-06-09;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78816
2022-10-06;1164780;470002023;2022-03-31;;;38817;;;Marek;Kowalski;marek.Xxxxtak@test.com;child;28929240;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;78022
2022-10-06;1164782;470002024;2022-03-31;;;38817;;;Judyta;Kowalski;judyta.Xxxxkl@test.com;child;27529700;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78188
2022-10-06;1164784;470002025;2022-03-31;;470006199;38817;;;Filip;Kowalski;filip.Xxxxajewski@test.com;child;27629710;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;1;0;0;0;0;0;0;0;0;77945
2022-10-06;1164786;470002026;2022-03-31;;;38817;;;Łukasz;Kowalski;lukasz.Xxxxkowski@test.com;child;28830200;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-08-01;2022-03-01;2022-08-31;2022-09-01;2022-08-18;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;79760
2022-10-06;1164788;470002027;2022-03-31;;;38817;;;Sunil;Kowalski;sunil.Xxxxar8@test.com;child;22630550;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;78570
2022-10-06;1164790;470002028;2022-03-31;;;38817;;;Joanna;Kowalski;joanna.Xxxxziwill-bienkowska@test.com;child;23231060;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;79184
2022-10-06;1164792;470002029;2022-03-31;;;38817;;;Karolina;Kowalski;karolina.Xxxxwska-szalankiewicz@test.com;child;25131070;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78059
2022-10-06;1164794;470002030;2022-03-31;;;38817;;;Maciej;Kowalski;maciej.Xxxxierawski@test.com;child;24631100;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;79361
2022-10-06;1164796;470002031;2022-03-31;;470007501;38817;;;Maddie (Magda);Kowalski;magdalena.Xxxxpa@test.com;child;27131140;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;1;0;0;0;0;0;0;0;0;78509
2022-10-06;1164798;470002032;2022-03-31;;470006678;38817;;;Prashant;Kowalski;prashant.Xxxxtty@test.com;child;24031740;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;1;0;0;0;0;0;0;0;0;79319
2022-10-06;1164800;470002033;2022-03-31;;;38817;;;Kamila;Kowalski;kamila.Xxxxniczak@test.com;child;28732720;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78663
2022-10-06;1164802;470002034;2022-03-31;;;38817;;;Agnieszka;Kowalski;agnieszka.Xxxxzczynska@test.com;child;25032740;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;79225
2022-10-06;1164804;470002035;2022-03-31;;;38817;;;Mateusz;Kowalski;mateusz.Xxxxacz@test.com;child;25233520;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79648
2022-10-06;1164806;470002036;2022-03-31;;;38817;;;Joanna;Kowalski;joanna.Xxxxwat@test.com;child;27133840;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78309
2022-10-06;1164808;470002037;2022-03-31;;470005920;38817;;;Joanna;Kowalski;joanna.Xxxxenduszkiewicz@test.com;child;26333890;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-04-01;2022-03-01;2022-04-30;2022-05-01;;subscriptionEnded;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;1;0;0;0;0;0;0;0;0;78931
2022-10-06;1164810;470002038;2022-03-31;;;38817;;;Aleksander;Kowalski;aleksander.Xxxxba@test.com;child;28734190;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79892
2022-10-06;1164812;470002039;2022-03-31;;;38817;;;Agnieszka;Kowalski;agnieszka.Xxxxrza@test.com;child;23934240;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;77797
2022-10-06;1164814;470002040;2022-03-31;;;38817;;;Natalia;Kowalski;natalia.Xxxxko@test.com;child;27134730;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78669
2022-10-06;1164816;470002041;2022-03-31;;;38817;;;Joanna;Kowalski;joanna.Xxxxrnik@test.com;child;22634810;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;78807
2022-10-06;1164818;470002042;2022-03-31;;;38817;;;Bartosz;Kowalski;bartosz.Xxxxmin@test.com;child;2535020;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78581
2022-10-06;1164820;470002043;2022-03-31;;;38817;;;Katarzyna;Kowalski;katarzyna.Xxxxmczak@test.com;child;23035130;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;78340
2022-10-06;1164822;470002044;2022-03-31;;;38817;;;Joanna;Kowalski;joanna.Xxxxpien-wisniewska@test.com;child;26635700;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_4;0;0;0;0;0;0;0;0;0;0;0;0;79437
2022-10-06;1164824;470002045;2022-03-31;;;38817;;;Joanna;Kowalski;joanna.Xxxxandowska-polka@test.com;child;25635910;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_3;0;0;0;0;0;0;0;0;0;0;0;0;78629
2022-10-06;1164826;470002046;2022-03-31;;;38817;;;Małgorzata;Kowalski;malgorzata.Xxxxo-kiro@test.com;child;22236480;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_2;0;0;0;0;0;0;0;0;0;0;0;0;79739
2022-10-06;1164828;470002047;2022-03-31;;;38817;;;Luis;Kowalski;luis.Xxxxgon@test.com;child;28636970;Karta lunchowa Edenred Chcę zamówić nową kartę;indefinite;2022-10-01;2022-03-01;;;;subscriptionStarted;190,00;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;Edenred;SD;GRUPA_1;0;0;0;0;0;0;0;0;0;0;0;0;77572
